Material balance for: al after 163 time steps
Material balance at each time step (1E20/sec):
	Mean -0.0180506 +/- 0.00200655 (x 1E20))
Integrated material balance (Units 1E20 particles) components:
	TransportLoss: 2.01003
	TotalAccumulation: -2.01003
	TotalSeeded: 0
Integrated material balance (Units 1E20 particles):
	TransportLoss + TotalAccumulation: 1.32732e-06
Seeding == 0 ratio not calculated
Time(sec)	MatrixLoss	NETAdensChg	Seeding	LossPlusAcc
0.0653772	0.0153495	-0.0153482	0	1.30901e-06
0.0730784	0.0153775	-0.0153766	0	8.91213e-07
0.0807796	0.0154052	-0.0154044	0	7.9672e-07
0.0884808	0.0154321	-0.0154317	0	4.5539e-07
0.0961821	0.0154585	-0.0154585	0	8.7125e-09
0.103883	0.0154851	-0.015485	0	1.21209e-07
0.119286	0.0155373	-0.0155369	0	3.59059e-07
0.134688	0.0155876	-0.0155876	0	4.46689e-10
0.150091	0.0156383	-0.0156372	0	1.01553e-06
0.165493	0.0156861	-0.0156858	0	2.65392e-07
0.180895	0.0157337	-0.0157333	0	3.31036e-07
0.196298	0.0157801	-0.0157799	0	1.94675e-07
0.2117	0.0158256	-0.0158256	0	6.12457e-09
0.227103	0.0158704	-0.0158704	0	1.32211e-08
0.257908	0.0159575	-0.0159575	0	4.8764e-11
0.288713	0.0160414	-0.0160414	0	-9.68975e-09
0.319517	0.0161225	-0.0161224	0	1.12328e-07
0.350322	0.0162008	-0.0162007	0	1.02068e-07
0.411932	0.0163499	-0.0163499	0	1.61028e-10
0.467381	0.0164766	-0.0164766	0	9.53598e-09
0.52283	0.0165972	-0.0165968	0	4.28254e-07
0.578278	0.0167114	-0.0167111	0	3.0657e-07
0.633727	0.0168202	-0.0168199	0	2.70188e-07
0.689176	0.0169239	-0.0169237	0	1.76833e-07
0.768093	0.0170637	-0.0170637	0	2.97741e-08
0.847011	0.0171956	-0.0171955	0	1.15084e-07
0.918036	0.0173081	-0.0173081	0	-2.08956e-08
0.981959	0.017405	-0.017405	0	-4.63205e-09
1.03949	0.0174891	-0.0174891	0	-2.99387e-09
1.09127	0.0175621	-0.0175621	0	3.15293e-09
1.13787	0.0176254	-0.0176254	0	2.88347e-08
1.18447	0.0176864	-0.0176868	0	-4.14957e-07
1.23107	0.0177462	-0.0177466	0	-4.72246e-07
1.27767	0.0178048	-0.0178048	0	4.36468e-08
1.31863	0.0178541	-0.0178537	0	4.13967e-07
1.35549	0.0178969	-0.0178967	0	1.47551e-07
1.39235	0.0179404	-0.0179389	0	1.49694e-06
1.42922	0.0179816	-0.0179799	0	1.70975e-06
1.46608	0.0180215	-0.0180199	0	1.57789e-06
1.5398	0.0180975	-0.0180977	0	-1.77628e-07
1.60616	0.0181649	-0.0181648	0	9.66134e-08
1.67251	0.0182292	-0.018229	0	1.6713e-07
1.73886	0.0182903	-0.0182907	0	-3.6192e-07
1.80522	0.0183496	-0.0183497	0	-3.70527e-08
1.86494	0.0183999	-0.0183999	0	1.36887e-12
1.91829	0.0184432	-0.0184434	0	-1.24238e-07
1.97165	0.0184876	-0.0184854	0	2.1813e-06
2.025	0.0185282	-0.0185262	0	1.98687e-06
2.07836	0.0185676	-0.0185656	0	1.97836e-06
2.13171	0.0186057	-0.0186038	0	1.90675e-06
2.23843	0.0186775	-0.0186776	0	-1.16596e-07
2.34514	0.0187481	-0.0187472	0	9.12349e-07
2.42026	0.0187949	-0.018795	0	-1.10713e-07
2.49538	0.0188421	-0.0188414	0	7.34198e-07
2.5705	0.0188865	-0.0188856	0	8.80151e-07
2.64562	0.0189277	-0.0189281	0	-3.51435e-07
2.72074	0.0189687	-0.018969	0	-2.99582e-07
2.79587	0.0190083	-0.0190082	0	8.08533e-08
2.86348	0.0190418	-0.0190415	0	3.29674e-07
2.93109	0.0190753	-0.0190737	0	1.61278e-06
2.99869	0.0191066	-0.0191047	0	1.84698e-06
3.0663	0.0191363	-0.0191346	0	1.69944e-06
3.13391	0.0191651	-0.0191635	0	1.65244e-06
3.26913	0.0192184	-0.0192187	0	-2.47189e-07
3.40435	0.0192706	-0.0192704	0	2.24283e-07
3.53957	0.0193188	-0.0193185	0	2.804e-07
3.67479	0.0193635	-0.0193634	0	1.78421e-08
3.81001	0.0194053	-0.0194053	0	-5.528e-08
3.94523	0.0194439	-0.0194445	0	-6.13914e-07
4.08045	0.0194809	-0.019481	0	-1.26792e-07
4.21567	0.0195154	-0.0195154	0	-3.95948e-09
4.33697	0.0195436	-0.0195436	0	-1.44834e-11
4.44244	0.0195668	-0.019567	0	-1.16099e-07
4.54791	0.019591	-0.0195892	0	1.80858e-06
4.65338	0.0196119	-0.0196104	0	1.58328e-06
4.86431	0.0196505	-0.0196506	0	-8.45479e-08
5.07525	0.0196882	-0.0196875	0	7.13891e-07
5.28618	0.0197211	-0.0197212	0	-1.78645e-07
5.49712	0.0197516	-0.0197521	0	-4.28906e-07
5.70806	0.0197798	-0.0197802	0	-4.77444e-07
5.91899	0.0198057	-0.0198061	0	-4.29047e-07
6.12993	0.0198294	-0.0198298	0	-4.23628e-07
6.34086	0.0198514	-0.0198517	0	-3.23976e-07
6.5518	0.0198716	-0.0198719	0	-2.84307e-07
6.76273	0.0198903	-0.0198906	0	-2.32054e-07
6.97367	0.0199076	-0.0199078	0	-2.22529e-07
7.18461	0.0199236	-0.0199238	0	-1.96153e-07
7.39554	0.0199385	-0.0199386	0	-1.81629e-07
7.81741	0.0199654	-0.0199654	0	-6.88678e-13
8.23928	0.0199879	-0.0199886	0	-6.25397e-07
8.66116	0.020008	-0.0200088	0	-8.3216e-07
9.08303	0.0200259	-0.0200266	0	-6.89502e-07
9.92677	0.0200559	-0.0200558	0	1.11703e-07
10.7705	0.0200789	-0.0200787	0	1.49311e-07
11.6143	0.0200975	-0.0200973	0	2.13965e-07
12.3736	0.0201112	-0.0201111	0	6.16417e-08
13.0487	0.0201216	-0.0201216	0	2.58849e-08
13.7239	0.0201307	-0.0201306	0	6.67387e-08
14.399	0.0201386	-0.0201384	0	1.6175e-07
15.0741	0.0201453	-0.0201453	0	2.23592e-08
15.7492	0.0201513	-0.0201514	0	-6.01753e-08
16.4243	0.0201565	-0.0201567	0	-1.37918e-07
17.0994	0.0201612	-0.0201614	0	-1.86251e-07
17.7746	0.0201655	-0.0201656	0	-1.33619e-07
18.4497	0.0201692	-0.0201694	0	-1.46999e-07
19.1248	0.0201727	-0.0201728	0	-6.24957e-08
19.7999	0.0201757	-0.0201758	0	-1.22897e-07
20.475	0.0201785	-0.0201785	0	-8.68527e-13
21.063	0.0201806	-0.0201807	0	-1.71916e-08
21.6511	0.0201829	-0.0201827	0	2.79984e-07
22.2391	0.0201847	-0.0201845	0	2.37086e-07
23.4151	0.0201879	-0.0201879	0	-1.2795e-08
24.5911	0.020191	-0.0201909	0	7.79469e-08
25.7671	0.0201935	-0.0201935	0	-6.18136e-08
28.1191	0.0201979	-0.0201979	0	-3.76657e-13
30.4712	0.020201	-0.0202013	0	-3.39359e-07
32.8232	0.0202036	-0.020204	0	-4.04623e-07
35.1752	0.0202059	-0.0202062	0	-3.01568e-07
37.5273	0.020208	-0.020208	0	-7.20996e-09
39.8793	0.0202094	-0.0202094	0	-3.30125e-09
44.5833	0.0202116	-0.0202115	0	3.9084e-08
49.2874	0.0202132	-0.0202131	0	1.48035e-07
53.9915	0.0202145	-0.0202142	0	3.03692e-07
58.6955	0.0202152	-0.020215	0	2.27281e-07
63.3996	0.0202157	-0.0202156	0	7.00976e-08
68.1036	0.020216	-0.020216	0	-4.4498e-09
72.8077	0.0202163	-0.0202163	0	6.13849e-14
77.5117	0.0202165	-0.0202166	0	-4.78016e-08
82.2158	0.0202167	-0.0202168	0	-3.73197e-08
86.9199	0.0202169	-0.0202169	0	-2.77801e-08
91.6239	0.020217	-0.020217	0	-7.31164e-10
100	0.0202172	-0.0202172	0	2.68882e-08
