WK	Angle	Energy	AL	N	W	RYield+Offset	RYield
63	45.000	11.214	0.500	0.500	0.000	0.00192331	0.00192331
17	45.000	11.236	0.500	0.500	0.000	0.00192713	0.00192713
32	45.000	11.244	0.500	0.500	0.000	0.00192817	0.00192817
78	45.000	11.248	0.500	0.500	0.000	0.00192893	0.00192893
18	45.000	11.302	0.500	0.500	0.000	0.00193814	0.00193814
2	45.000	11.310	0.500	0.500	0.000	0.00193971	0.00193971
33	45.000	11.310	0.500	0.500	0.000	0.00193983	0.00193983
47	45.000	11.312	0.500	0.500	0.000	0.00193985	0.00193985
3	45.000	11.384	0.500	0.500	0.000	0.0019522	0.0019522
48	45.000	11.390	0.500	0.500	0.000	0.00195323	0.00195323
74	45.000	12.342	0.500	0.500	0.000	0.00211655	0.00211655
89	45.000	12.360	0.500	0.500	0.000	0.00211976	0.00211976
29	45.000	12.396	0.500	0.500	0.000	0.00212595	0.00212595
44	45.000	12.408	0.500	0.500	0.000	0.00212799	0.00212799
14	45.000	12.454	0.500	0.500	0.000	0.00213582	0.00213582
59	45.000	12.462	0.500	0.500	0.000	0.00213724	0.00213724
61	45.000	12.614	0.500	0.500	0.000	0.00216339	0.00216339
16	45.000	12.684	0.500	0.500	0.000	0.00217538	0.00217538
31	45.000	12.688	0.500	0.500	0.000	0.00217593	0.00217593
76	45.000	12.694	0.500	0.500	0.000	0.00217701	0.00217701
1	45.000	12.752	0.500	0.500	0.000	0.00218688	0.00218688
64	45.000	12.752	0.500	0.500	0.000	0.00218712	0.00218712
46	45.000	12.756	0.500	0.500	0.000	0.00218759	0.00218759
79	45.000	12.762	0.500	0.500	0.000	0.00218867	0.00218867
19	45.000	12.818	0.500	0.500	0.000	0.00219824	0.00219824
34	45.000	12.826	0.500	0.500	0.000	0.00219952	0.00219952
4	45.000	12.890	0.500	0.500	0.000	0.00221071	0.00221071
49	45.000	12.894	0.500	0.500	0.000	0.00221147	0.00221147
69	45.000	13.352	0.500	0.500	0.000	0.00228989	0.00228989
84	45.000	13.418	0.500	0.500	0.000	0.00230107	0.00230107
24	45.000	13.474	0.500	0.500	0.000	0.00231065	0.00231065
39	45.000	13.476	0.500	0.500	0.000	0.00231119	0.00231119
9	45.000	13.538	0.500	0.500	0.000	0.00232183	0.00232183
54	45.000	13.556	0.500	0.500	0.000	0.00232477	0.00232477
65	45.000	14.876	0.500	0.500	0.000	0.00255139	0.00255139
80	45.000	14.880	0.500	0.500	0.000	0.00255205	0.00255205
20	45.000	14.940	0.500	0.500	0.000	0.00256218	0.00256218
35	45.000	14.942	0.500	0.500	0.000	0.00256251	0.00256251
5	45.000	15.002	0.500	0.500	0.000	0.00257282	0.00257282
50	45.000	15.004	0.500	0.500	0.000	0.00257333	0.00257333
60	45.000	15.046	0.500	0.500	0.000	0.00258024	0.00258024
15	45.000	15.090	0.500	0.500	0.000	0.00258805	0.00258805
30	45.000	15.114	0.500	0.500	0.000	0.00259216	0.00259216
75	45.000	15.116	0.500	0.500	0.000	0.00259243	0.00259243
45	45.000	15.132	0.500	0.500	0.000	0.0025952	0.0025952
0	45.000	15.144	0.500	0.500	0.000	0.00259724	0.00259724
68	45.000	15.678	0.500	0.500	0.000	0.00268863	0.00268863
83	45.000	15.722	0.500	0.500	0.000	0.00269643	0.00269643
23	45.000	15.774	0.500	0.500	0.000	0.00270511	0.00270511
38	45.000	15.778	0.500	0.500	0.000	0.00270577	0.00270577
8	45.000	15.824	0.500	0.500	0.000	0.00271366	0.00271366
53	45.000	15.832	0.500	0.500	0.000	0.00271504	0.00271504
66	45.000	16.286	0.500	0.500	0.000	0.00279304	0.00279304
81	45.000	16.302	0.500	0.500	0.000	0.0027957	0.0027957
21	45.000	16.306	0.500	0.500	0.000	0.00279657	0.00279657
36	45.000	16.308	0.500	0.500	0.000	0.00279685	0.00279685
51	45.000	16.322	0.500	0.500	0.000	0.00279907	0.00279907
6	45.000	16.324	0.500	0.500	0.000	0.00279943	0.00279943
7	45.000	16.378	0.500	0.500	0.000	0.00280874	0.00280874
52	45.000	16.378	0.500	0.500	0.000	0.00280879	0.00280879
37	45.000	16.382	0.500	0.500	0.000	0.00280963	0.00280963
22	45.000	16.384	0.500	0.500	0.000	0.00280975	0.00280975
82	45.000	16.386	0.500	0.500	0.000	0.00281026	0.00281026
67	45.000	16.390	0.500	0.500	0.000	0.00281087	0.00281087
73	45.000	26.655	0.500	0.500	0.000	0.0226445	0.0226445
88	45.000	26.700	0.500	0.500	0.000	0.0227824	0.0227824
28	45.000	26.835	0.500	0.500	0.000	0.0231709	0.0231709
43	45.000	26.840	0.500	0.500	0.000	0.0231793	0.0231793
13	45.000	27.025	0.500	0.500	0.000	0.0237122	0.0237122
58	45.000	27.060	0.500	0.500	0.000	0.0238175	0.0238175
27	45.000	27.899	0.500	0.500	0.000	0.026241	0.026241
12	45.000	28.663	0.500	0.500	0.000	0.0284437	0.0284437
74	45.000	30.855	0.500	0.500	0.000	0.0347734	0.0347734
89	45.000	30.900	0.500	0.500	0.000	0.0349086	0.0349086
29	45.000	30.990	0.500	0.500	0.000	0.0351691	0.0351691
44	45.000	31.020	0.500	0.500	0.000	0.0352552	0.0352552
42	45.000	31.099	0.500	0.500	0.000	0.0354796	0.0354796
57	45.000	31.131	0.500	0.500	0.000	0.0355744	0.0355744
14	45.000	31.135	0.500	0.500	0.000	0.035585	0.035585
59	45.000	31.155	0.500	0.500	0.000	0.0356446	0.0356446
87	45.000	31.656	0.500	0.500	0.000	0.0370851	0.0370851
61	45.000	31.757	0.500	0.500	0.000	0.0373816	0.0373816
76	45.000	31.957	0.500	0.500	0.000	0.0379611	0.0379611
16	45.000	31.998	0.500	0.500	0.000	0.0380758	0.0380758
31	45.000	32.176	0.500	0.500	0.000	0.0385882	0.0385882
1	45.000	32.294	0.500	0.500	0.000	0.0389317	0.0389317
46	45.000	32.442	0.500	0.500	0.000	0.0393584	0.0393584
26	45.000	32.693	0.500	0.500	0.000	0.0400873	0.0400873
17	45.000	33.916	0.500	0.500	0.000	0.0436188	0.0436188
25	45.000	34.340	0.500	0.500	0.000	0.0448441	0.0448441
32	45.000	35.460	0.500	0.500	0.000	0.0480767	0.0480767
24	45.000	36.400	0.500	0.500	0.000	0.0507871	0.0507871
84	45.000	37.406	0.500	0.500	0.000	0.0536964	0.0536964
60	45.000	37.615	0.500	0.500	0.000	0.0542931	0.0542931
15	45.000	37.725	0.500	0.500	0.000	0.0546219	0.0546219
30	45.000	37.785	0.500	0.500	0.000	0.054795	0.054795
75	45.000	37.790	0.500	0.500	0.000	0.0548065	0.0548065
45	45.000	37.830	0.500	0.500	0.000	0.0549233	0.0549233
0	45.000	37.860	0.500	0.500	0.000	0.055009	0.055009
54	45.000	38.891	0.500	0.500	0.000	0.0579812	0.0579812
19	45.000	38.918	0.500	0.500	0.000	0.0580642	0.0580642
9	45.000	39.314	0.500	0.500	0.000	0.0592096	0.0592096
47	45.000	39.470	0.500	0.500	0.000	0.0596547	0.0596547
50	45.000	39.628	0.500	0.500	0.000	0.0601171	0.0601171
80	45.000	39.687	0.500	0.500	0.000	0.0602839	0.0602839
39	45.000	39.954	0.500	0.500	0.000	0.0610548	0.0610548
5	45.000	40.898	0.500	0.500	0.000	0.063781	0.063781
65	45.000	41.573	0.500	0.500	0.000	0.0657334	0.0657334
34	45.000	41.674	0.500	0.500	0.000	0.066021	0.066021
49	45.000	42.168	0.500	0.500	0.000	0.0674462	0.0674462
81	45.000	42.402	0.500	0.500	0.000	0.068121	0.068121
8	45.000	42.434	0.500	0.500	0.000	0.0682113	0.0682113
83	45.000	42.629	0.500	0.500	0.000	0.068783	0.068783
73	45.000	42.648	0.500	0.500	0.000	0.0688274	0.0688274
33	45.000	42.651	0.500	0.500	0.000	0.0688451	0.0688451
88	45.000	42.720	0.500	0.500	0.000	0.069048	0.069048
28	45.000	42.936	0.500	0.500	0.000	0.0696696	0.0696696
43	45.000	42.944	0.500	0.500	0.000	0.0696831	0.0696831
23	45.000	43.011	0.500	0.500	0.000	0.0698833	0.0698833
20	45.000	43.101	0.500	0.500	0.000	0.0701411	0.0701411
13	45.000	43.240	0.500	0.500	0.000	0.0705356	0.0705356
58	45.000	43.296	0.500	0.500	0.000	0.0707041	0.0707041
6	45.000	43.366	0.500	0.500	0.000	0.0709019	0.0709019
53	45.000	43.372	0.500	0.500	0.000	0.0709228	0.0709228
7	45.000	43.609	0.500	0.500	0.000	0.0716091	0.0716091
35	45.000	43.649	0.500	0.500	0.000	0.0717241	0.0717241
82	45.000	43.920	0.500	0.500	0.000	0.0725051	0.0725051
38	45.000	44.011	0.500	0.500	0.000	0.0727629	0.0727629
68	45.000	44.532	0.500	0.500	0.000	0.0742728	0.0742728
69	45.000	44.549	0.500	0.500	0.000	0.0743199	0.0743199
18	45.000	44.896	0.500	0.500	0.000	0.0753216	0.0753216
51	45.000	45.629	0.500	0.500	0.000	0.0774431	0.0774431
55	45.000	46.305	0.500	0.500	0.000	0.0793888	0.0793888
27	45.000	46.370	0.500	0.500	0.000	0.0795845	0.0795845
48	45.000	47.069	0.500	0.500	0.000	0.0815955	0.0815955
12	45.000	47.818	0.500	0.500	0.000	0.0837576	0.0837576
36	45.000	48.423	0.500	0.500	0.000	0.0855124	0.0855124
40	45.000	48.734	0.500	0.500	0.000	0.0864129	0.0864129
74	45.000	49.368	0.500	0.500	0.000	0.0882336	0.0882336
89	45.000	49.440	0.500	0.500	0.000	0.0884499	0.0884499
29	45.000	49.584	0.500	0.500	0.000	0.0888668	0.0888668
44	45.000	49.632	0.500	0.500	0.000	0.0890044	0.0890044
14	45.000	49.816	0.500	0.500	0.000	0.0895321	0.0895321
59	45.000	49.848	0.500	0.500	0.000	0.0896275	0.0896275
4	45.000	50.471	0.500	0.500	0.000	0.0912357	0.0912357
52	45.000	50.686	0.500	0.500	0.000	0.0917679	0.0917679
61	45.000	50.900	0.500	0.500	0.000	0.0922947	0.0922947
76	45.000	51.220	0.500	0.500	0.000	0.0930932	0.0930932
16	45.000	51.312	0.500	0.500	0.000	0.0933138	0.0933138
31	45.000	51.664	0.500	0.500	0.000	0.094186	0.094186
41	45.000	51.681	0.500	0.500	0.000	0.094232	0.094232
1	45.000	51.836	0.500	0.500	0.000	0.0946178	0.0946178
46	45.000	52.128	0.500	0.500	0.000	0.0953403	0.0953403
57	45.000	52.746	0.500	0.500	0.000	0.0968771	0.0968771
42	45.000	52.762	0.500	0.500	0.000	0.0969116	0.0969116
2	45.000	52.794	0.500	0.500	0.000	0.096992	0.096992
87	45.000	53.946	0.500	0.500	0.000	0.0998452	0.0998452
10	45.000	54.299	0.500	0.500	0.000	0.100729	0.100729
37	45.000	55.094	0.500	0.500	0.000	0.102698	0.102698
26	45.000	55.946	0.500	0.500	0.000	0.104814	0.104814
17	45.000	56.596	0.500	0.500	0.000	0.106425	0.106425
11	45.000	57.197	0.500	0.500	0.000	0.107917	0.107917
66	45.000	57.368	0.500	0.500	0.000	0.108337	0.108337
25	45.000	57.692	0.500	0.500	0.000	0.109147	0.109147
21	45.000	58.258	0.500	0.500	0.000	0.110551	0.110551
79	45.000	58.281	0.500	0.500	0.000	0.110605	0.110605
73	45.000	58.641	0.500	0.500	0.000	0.11149	0.11149
88	45.000	58.740	0.500	0.500	0.000	0.11175	0.11175
28	45.000	59.037	0.500	0.500	0.000	0.112484	0.112484
43	45.000	59.048	0.500	0.500	0.000	0.1125	0.1125
24	45.000	59.326	0.500	0.500	0.000	0.113192	0.113192
13	45.000	59.455	0.500	0.500	0.000	0.113507	0.113507
58	45.000	59.532	0.500	0.500	0.000	0.113706	0.113706
32	45.000	59.676	0.500	0.500	0.000	0.114068	0.114068
56	45.000	59.745	0.500	0.500	0.000	0.114238	0.114238
60	45.000	60.184	0.500	0.500	0.000	0.115316	0.115316
15	45.000	60.360	0.500	0.500	0.000	0.115768	0.115768
30	45.000	60.456	0.500	0.500	0.000	0.116005	0.116005
75	45.000	60.464	0.500	0.500	0.000	0.116021	0.116021
45	45.000	60.528	0.500	0.500	0.000	0.116182	0.116182
0	45.000	60.576	0.500	0.500	0.000	0.116299	0.116299
84	45.000	61.394	0.500	0.500	0.000	0.118328	0.118328
54	45.000	64.226	0.500	0.500	0.000	0.125345	0.125345
50	45.000	64.252	0.500	0.500	0.000	0.125419	0.125419
80	45.000	64.494	0.500	0.500	0.000	0.126014	0.126014
27	45.000	64.841	0.500	0.500	0.000	0.126878	0.126878
19	45.000	65.018	0.500	0.500	0.000	0.127318	0.127318
9	45.000	65.090	0.500	0.500	0.000	0.127498	0.127498
67	45.000	66.169	0.500	0.500	0.000	0.130168	0.130168
39	45.000	66.432	0.500	0.500	0.000	0.130821	0.130821
72	45.000	66.481	0.500	0.500	0.000	0.130945	0.130945
5	45.000	66.794	0.500	0.500	0.000	0.13172	0.13172
12	45.000	66.973	0.500	0.500	0.000	0.132155	0.132155
47	45.000	67.628	0.500	0.500	0.000	0.133787	0.133787
74	45.000	67.881	0.500	0.500	0.000	0.134407	0.134407
89	45.000	67.980	0.500	0.500	0.000	0.134662	0.134662
29	45.000	68.178	0.500	0.500	0.000	0.135155	0.135155
44	45.000	68.244	0.500	0.500	0.000	0.135317	0.135317
65	45.000	68.270	0.500	0.500	0.000	0.135384	0.135384
14	45.000	68.497	0.500	0.500	0.000	0.135941	0.135941
81	45.000	68.502	0.500	0.500	0.000	0.135952	0.135952
59	45.000	68.541	0.500	0.500	0.000	0.136053	0.136053
8	45.000	69.044	0.500	0.500	0.000	0.137294	0.137294
83	45.000	69.536	0.500	0.500	0.000	0.138525	0.138525
61	45.000	70.043	0.500	0.500	0.000	0.139709	0.139709
23	45.000	70.248	0.500	0.500	0.000	0.139908	0.139908
6	45.000	70.408	0.500	0.500	0.000	0.140057	0.140057
76	45.000	70.483	0.500	0.500	0.000	0.140132	0.140132
34	45.000	70.522	0.500	0.500	0.000	0.140169	0.140169
16	45.000	70.626	0.500	0.500	0.000	0.140264	0.140264
7	45.000	70.840	0.500	0.500	0.000	0.140472	0.140472
53	45.000	70.912	0.500	0.500	0.000	0.14054	0.14054
31	45.000	71.152	0.500	0.500	0.000	0.140766	0.140766
20	45.000	71.262	0.500	0.500	0.000	0.140874	0.140874
1	45.000	71.378	0.500	0.500	0.000	0.140985	0.140985
49	45.000	71.442	0.500	0.500	0.000	0.141045	0.141045
82	45.000	71.454	0.500	0.500	0.000	0.141056	0.141056
22	45.000	71.464	0.500	0.500	0.000	0.141066	0.141066
46	45.000	71.814	0.500	0.500	0.000	0.1414	0.1414
38	45.000	72.244	0.500	0.500	0.000	0.141808	0.141808
35	45.000	72.356	0.500	0.500	0.000	0.141919	0.141919
64	45.000	72.773	0.500	0.500	0.000	0.142318	0.142318
68	45.000	73.386	0.500	0.500	0.000	0.142902	0.142902
33	45.000	73.992	0.500	0.500	0.000	0.143481	0.143481
57	45.000	74.361	0.500	0.500	0.000	0.143834	0.143834
42	45.000	74.425	0.500	0.500	0.000	0.143892	0.143892
51	45.000	74.936	0.500	0.500	0.000	0.144383	0.144383
69	45.000	75.746	0.500	0.500	0.000	0.145152	0.145152
87	45.000	76.236	0.500	0.500	0.000	0.145619	0.145619
18	45.000	78.490	0.500	0.500	0.000	0.147772	0.147772
26	45.000	79.199	0.500	0.500	0.000	0.148451	0.148451
17	45.000	79.276	0.500	0.500	0.000	0.148524	0.148524
77	45.000	79.844	0.500	0.500	0.000	0.149068	0.149068
36	45.000	80.538	0.500	0.500	0.000	0.149729	0.149729
25	45.000	81.044	0.500	0.500	0.000	0.150214	0.150214
55	45.000	81.552	0.500	0.500	0.000	0.150694	0.150694
24	45.000	82.252	0.500	0.500	0.000	0.151363	0.151363
48	45.000	82.748	0.500	0.500	0.000	0.151835	0.151835
60	45.000	82.753	0.500	0.500	0.000	0.151838	0.151838
15	45.000	82.995	0.500	0.500	0.000	0.152078	0.152078
30	45.000	83.127	0.500	0.500	0.000	0.152203	0.152203
75	45.000	83.138	0.500	0.500	0.000	0.152212	0.152212
45	45.000	83.226	0.500	0.500	0.000	0.152297	0.152297
0	45.000	83.292	0.500	0.500	0.000	0.152359	0.152359
32	45.000	83.892	0.500	0.500	0.000	0.152933	0.152933
52	45.000	84.994	0.500	0.500	0.000	0.153983	0.153983
84	45.000	85.382	0.500	0.500	0.000	0.154354	0.154354
40	45.000	86.480	0.500	0.500	0.000	0.155402	0.155402
4	45.000	88.052	0.500	0.500	0.000	0.156902	0.156902
50	45.000	88.876	0.500	0.500	0.000	0.15769	0.15769
80	45.000	89.301	0.500	0.500	0.000	0.158092	0.158092
54	45.000	89.561	0.500	0.500	0.000	0.158339	0.158339
9	45.000	90.866	0.500	0.500	0.000	0.15959	0.15959
19	45.000	91.118	0.500	0.500	0.000	0.15983	0.15983
5	45.000	92.690	0.500	0.500	0.000	0.161329	0.161329
39	45.000	92.910	0.500	0.500	0.000	0.161538	0.161538
37	45.000	93.806	0.500	0.500	0.000	0.162391	0.162391
41	45.000	93.912	0.500	0.500	0.000	0.162492	0.162492
2	45.000	94.278	0.500	0.500	0.000	0.162841	0.162841
81	45.000	94.602	0.500	0.500	0.000	0.163151	0.163151
85	45.000	94.902	0.500	0.500	0.000	0.163439	0.163439
65	45.000	94.967	0.500	0.500	0.000	0.163503	0.163503
8	45.000	95.654	0.500	0.500	0.000	0.164154	0.164154
47	45.000	95.786	0.500	0.500	0.000	0.164283	0.164283
83	45.000	96.443	0.500	0.500	0.000	0.164913	0.164913
6	45.000	97.450	0.500	0.500	0.000	0.165867	0.165867
23	45.000	97.485	0.500	0.500	0.000	0.165907	0.165907
10	45.000	97.544	0.500	0.500	0.000	0.165962	0.165962
7	45.000	98.071	0.500	0.500	0.000	0.166465	0.166465
66	45.000	98.450	0.500	0.500	0.000	0.166824	0.166824
53	45.000	98.452	0.500	0.500	0.000	0.166827	0.166827
82	45.000	98.988	0.500	0.500	0.000	0.167337	0.167337
34	45.000	99.370	0.500	0.500	0.000	0.167705	0.167705
20	45.000	99.423	0.500	0.500	0.000	0.167754	0.167754
21	45.000	100.210	0.500	0.500	0.000	0.168312	0.168312
38	45.000	100.477	0.500	0.500	0.000	0.16832	0.16832
49	45.000	100.716	0.500	0.500	0.000	0.168328	0.168328
35	45.000	101.063	0.500	0.500	0.000	0.168339	0.168339
68	45.000	102.240	0.500	0.500	0.000	0.168376	0.168376
79	45.000	103.800	0.500	0.500	0.000	0.168426	0.168426
51	45.000	104.243	0.500	0.500	0.000	0.16844	0.16844
11	45.000	104.876	0.500	0.500	0.000	0.16846	0.16846
33	45.000	105.333	0.500	0.500	0.000	0.168475	0.168475
69	45.000	106.943	0.500	0.500	0.000	0.168526	0.168526
62	45.000	109.786	0.500	0.500	0.000	0.168616	0.168616
56	45.000	109.968	0.500	0.500	0.000	0.168622	0.168622
18	45.000	112.084	0.500	0.500	0.000	0.168689	0.168689
36	45.000	112.653	0.500	0.500	0.000	0.168707	0.168707
67	45.000	115.948	0.500	0.500	0.000	0.168812	0.168812
55	45.000	116.799	0.500	0.500	0.000	0.168839	0.168839
3	45.000	117.824	0.500	0.500	0.000	0.168872	0.168872
48	45.000	118.427	0.500	0.500	0.000	0.168891	0.168891
52	45.000	119.302	0.500	0.500	0.000	0.168919	0.168919
72	45.000	123.610	0.500	0.500	0.000	0.169056	0.169056
40	45.000	124.226	0.500	0.500	0.000	0.169075	0.169075
4	45.000	125.633	0.500	0.500	0.000	0.16912	0.16912
22	45.000	126.544	0.500	0.500	0.000	0.169149	0.169149
37	45.000	132.518	0.500	0.500	0.000	0.169339	0.169339
64	45.000	132.794	0.500	0.500	0.000	0.169348	0.169348
2	45.000	135.762	0.500	0.500	0.000	0.169442	0.169442
41	45.000	136.143	0.500	0.500	0.000	0.169454	0.169454
66	45.000	139.532	0.500	0.500	0.000	0.169562	0.169562
10	45.000	140.789	0.500	0.500	0.000	0.169602	0.169602
21	45.000	142.162	0.500	0.500	0.000	0.169646	0.169646
86	45.000	144.956	0.500	0.500	0.000	0.169735	0.169735
77	45.000	148.484	0.500	0.500	0.000	0.169847	0.169847
79	45.000	149.319	0.500	0.500	0.000	0.169873	0.169873
11	45.000	152.555	0.500	0.500	0.000	0.16928	0.16928
56	45.000	160.191	0.500	0.500	0.000	0.167445	0.167445
67	45.000	165.727	0.500	0.500	0.000	0.166114	0.166114
85	45.000	178.860	0.500	0.500	0.000	0.162957	0.162957
72	45.000	180.739	0.500	0.500	0.000	0.162504	0.162504
22	45.000	181.624	0.500	0.500	0.000	0.162293	0.162293
78	45.000	190.282	0.500	0.500	0.000	0.160211	0.160211
64	45.000	192.815	0.500	0.500	0.000	0.159602	0.159602
70	45.000	205.419	0.500	0.500	0.000	0.156574	0.156574
62	45.000	208.420	0.500	0.500	0.000	0.155853	0.155853
77	45.000	217.124	0.500	0.500	0.000	0.153763	0.153763
3	45.000	224.264	0.500	0.500	0.000	0.15205	0.15205
63	45.000	240.309	0.500	0.500	0.000	0.148198	0.148198
85	45.000	262.818	0.500	0.500	0.000	0.143822	0.143822
86	45.000	280.520	0.500	0.500	0.000	0.140991	0.140991
62	45.000	307.054	0.500	0.500	0.000	0.136745	0.136745
3	45.000	330.704	0.500	0.500	0.000	0.132962	0.132962
71	45.000	334.799	0.500	0.500	0.000	0.132308	0.132308
78	45.000	369.316	0.500	0.500	0.000	0.126786	0.126786
70	45.000	399.930	0.500	0.500	0.000	0.121888	0.121888
86	45.000	416.084	0.500	0.500	0.000	0.119305	0.119305
63	45.000	469.404	0.500	0.500	0.000	0.110774	0.110774
78	45.000	548.350	0.500	0.500	0.000	0.102872	0.102872
70	45.000	594.441	0.500	0.500	0.000	0.100004	0.100004
71	45.000	660.218	0.500	0.500	0.000	0.0959119	0.0959119
63	45.000	698.499	0.500	0.500	0.000	0.0935297	0.0935297
71	45.000	985.637	0.500	0.500	0.000	0.0756654	0.0756654
