WK	Angle	Energy	AL	N	W	RYield+Offset	RYield
5	45.000	15.002	0.698	0.302	0.000	0.00493559	0.00493559
50	45.000	15.004	0.702	0.298	0.000	0.0049873	0.0049873
60	45.000	15.046	0.714	0.286	-0.000	0.0051764	0.0051764
15	45.000	15.090	0.716	0.284	0.000	0.00522114	0.00522114
30	45.000	15.114	0.716	0.284	-0.000	0.00523495	0.00523495
75	45.000	15.116	0.714	0.286	0.000	0.00520774	0.00520774
45	45.000	15.132	0.716	0.284	-0.000	0.00523779	0.00523779
0	45.000	15.144	0.716	0.284	0.000	0.00524476	0.00524476
68	45.000	15.678	0.696	0.304	0.000	0.00512947	0.00512947
83	45.000	15.722	0.700	0.300	0.000	0.00520344	0.00520344
23	45.000	15.774	0.699	0.301	0.000	0.00519848	0.00519848
38	45.000	15.778	0.699	0.301	-0.000	0.00520728	0.00520728
8	45.000	15.824	0.704	0.296	0.000	0.0052954	0.0052954
53	45.000	15.832	0.699	0.301	-0.000	0.00522443	0.00522443
66	45.000	16.286	0.666	0.334	-0.000	0.00486615	0.00486615
81	45.000	16.302	0.703	0.297	0.000	0.0054337	0.0054337
21	45.000	16.306	0.660	0.340	0.000	0.0047857	0.0047857
36	45.000	16.308	0.692	0.308	-0.000	0.00527369	0.00527369
51	45.000	16.322	0.696	0.304	-0.000	0.00534511	0.00534511
6	45.000	16.324	0.701	0.299	-0.000	0.00540908	0.00540908
52	45.000	16.378	0.692	0.308	-0.000	0.00529743	0.00529743
7	45.000	16.378	0.698	0.302	-0.000	0.00539056	0.00539056
37	45.000	16.382	0.668	0.332	0.000	0.0049172	0.0049172
22	45.000	16.384	0.628	0.372	0.000	0.00429942	0.00429942
82	45.000	16.386	0.697	0.303	0.000	0.00537789	0.00537789
67	45.000	16.390	0.637	0.363	-0.000	0.00445196	0.00445196
73	45.000	26.655	0.766	0.234	0.000	0.0358248	0.0358248
88	45.000	26.700	0.757	0.243	0.000	0.0355673	0.0355673
28	45.000	26.835	0.760	0.240	-0.000	0.0363037	0.0363037
43	45.000	26.840	0.761	0.239	-0.000	0.0363647	0.0363647
13	45.000	27.025	0.756	0.244	0.000	0.0368476	0.0368476
58	45.000	27.060	0.751	0.249	0.000	0.0367394	0.0367394
27	45.000	27.899	0.718	0.282	-0.000	0.0383415	0.0383415
12	45.000	28.663	0.726	0.274	0.000	0.0418332	0.0418332
74	45.000	30.855	0.732	0.268	0.000	0.0511002	0.0511002
89	45.000	30.900	0.732	0.268	0.000	0.0512587	0.0512587
29	45.000	30.990	0.733	0.267	0.000	0.0517105	0.0517105
44	45.000	31.020	0.733	0.267	0.000	0.0518201	0.0518201
42	45.000	31.099	0.709	0.291	-0.000	0.0504163	0.0504163
57	45.000	31.131	0.703	0.297	0.000	0.0501028	0.0501028
14	45.000	31.135	0.731	0.269	0.000	0.0521359	0.0521359
59	45.000	31.155	0.731	0.269	0.000	0.0521923	0.0521923
87	45.000	31.656	0.693	0.307	0.000	0.0513321	0.0513321
61	45.000	31.757	0.724	0.276	0.000	0.0541449	0.0541449
76	45.000	31.957	0.732	0.268	0.000	0.0554915	0.0554915
16	45.000	31.998	0.733	0.267	-0.000	0.0557339	0.0557339
31	45.000	32.176	0.731	0.269	0.000	0.0563024	0.0563024
1	45.000	32.294	0.728	0.272	0.000	0.056558	0.056558
46	45.000	32.442	0.728	0.272	0.000	0.0571919	0.0571919
26	45.000	32.693	0.694	0.306	-0.000	0.0554763	0.0554763
17	45.000	33.916	0.717	0.283	-0.000	0.0621107	0.0621107
25	45.000	34.340	0.711	0.289	0.000	0.0632526	0.0632526
32	45.000	35.460	0.701	0.299	0.000	0.0667705	0.0667705
24	45.000	36.400	0.710	0.290	-0.000	0.0712906	0.0712906
84	45.000	37.406	0.706	0.294	0.000	0.074795	0.074795
60	45.000	37.615	0.714	0.286	-0.000	0.0764851	0.0764851
15	45.000	37.725	0.716	0.284	0.000	0.0771493	0.0771493
30	45.000	37.785	0.716	0.284	-0.000	0.0774274	0.0774274
75	45.000	37.790	0.714	0.286	0.000	0.0772383	0.0772383
45	45.000	37.830	0.716	0.284	-0.000	0.0775791	0.0775791
0	45.000	37.860	0.716	0.284	0.000	0.0777178	0.0777178
54	45.000	38.891	0.702	0.298	-0.000	0.0801732	0.0801732
19	45.000	38.918	0.698	0.302	0.000	0.0798544	0.0798544
9	45.000	39.314	0.702	0.298	-0.000	0.0818661	0.0818661
47	45.000	39.470	0.688	0.312	0.000	0.0808304	0.0808304
50	45.000	39.628	0.702	0.298	0.000	0.0830425	0.0830425
80	45.000	39.687	0.706	0.294	0.000	0.0837218	0.0837218
39	45.000	39.954	0.705	0.295	0.000	0.0847163	0.0847163
5	45.000	40.898	0.698	0.302	0.000	0.0875492	0.0875492
65	45.000	41.573	0.698	0.302	0.000	0.090116	0.090116
34	45.000	41.674	0.698	0.302	0.000	0.0906055	0.0906055
49	45.000	42.168	0.695	0.305	0.000	0.0921262	0.0921262
81	45.000	42.402	0.703	0.297	0.000	0.0939569	0.0939569
8	45.000	42.434	0.704	0.296	0.000	0.0942599	0.0942599
83	45.000	42.629	0.700	0.300	0.000	0.0945266	0.0945266
73	45.000	42.648	0.766	0.234	0.000	0.103043	0.103043
33	45.000	42.651	0.690	0.310	-0.000	0.0933512	0.0933512
88	45.000	42.720	0.757	0.243	0.000	0.102213	0.102213
28	45.000	42.936	0.760	0.240	-0.000	0.10355	0.10355
43	45.000	42.944	0.761	0.239	-0.000	0.103692	0.103692
23	45.000	43.011	0.699	0.301	0.000	0.0958163	0.0958163
20	45.000	43.101	0.694	0.306	-0.000	0.0955405	0.0955405
13	45.000	43.240	0.756	0.244	0.000	0.104209	0.104209
58	45.000	43.296	0.751	0.249	0.000	0.103806	0.103806
6	45.000	43.366	0.701	0.299	-0.000	0.0974359	0.0974359
53	45.000	43.372	0.699	0.301	-0.000	0.0972727	0.0972727
7	45.000	43.609	0.698	0.302	-0.000	0.0980724	0.0980724
35	45.000	43.649	0.699	0.301	-0.000	0.0983436	0.0983436
82	45.000	43.920	0.697	0.303	0.000	0.0991388	0.0991388
38	45.000	44.011	0.699	0.301	-0.000	0.099751	0.099751
68	45.000	44.532	0.696	0.304	0.000	0.101362	0.101362
69	45.000	44.549	0.692	0.308	0.000	0.100813	0.100813
18	45.000	44.896	0.690	0.310	-0.000	0.101971	0.101971
51	45.000	45.629	0.696	0.304	-0.000	0.105651	0.105651
55	45.000	46.305	0.686	0.314	0.000	0.106759	0.106759
27	45.000	46.370	0.718	0.282	-0.000	0.111723	0.111723
48	45.000	47.069	0.682	0.318	0.000	0.108963	0.108963
12	45.000	47.818	0.726	0.274	0.000	0.118629	0.118629
36	45.000	48.423	0.692	0.308	-0.000	0.115771	0.115771
40	45.000	48.734	0.693	0.307	0.000	0.117141	0.117141
74	45.000	49.368	0.732	0.268	0.000	0.125924	0.125924
89	45.000	49.440	0.732	0.268	0.000	0.126158	0.126158
29	45.000	49.584	0.733	0.267	0.000	0.126937	0.126937
44	45.000	49.632	0.733	0.267	0.000	0.127106	0.127106
14	45.000	49.816	0.731	0.269	0.000	0.127517	0.127517
59	45.000	49.848	0.731	0.269	0.000	0.12759	0.12759
4	45.000	50.471	0.684	0.316	0.000	0.12174	0.12174
52	45.000	50.686	0.692	0.308	-0.000	0.123724	0.123724
61	45.000	50.900	0.724	0.276	0.000	0.129674	0.129674
76	45.000	51.220	0.732	0.268	0.000	0.131742	0.131742
16	45.000	51.312	0.733	0.267	-0.000	0.132167	0.132167
31	45.000	51.664	0.731	0.269	0.000	0.13283	0.13283
41	45.000	51.681	0.675	0.325	-0.000	0.123534	0.123534
1	45.000	51.836	0.728	0.272	0.000	0.132838	0.132838
46	45.000	52.128	0.728	0.272	0.000	0.133734	0.133734
57	45.000	52.746	0.703	0.297	0.000	0.131262	0.131262
42	45.000	52.762	0.709	0.291	-0.000	0.132322	0.132322
2	45.000	52.794	0.672	0.328	-0.000	0.126057	0.126057
87	45.000	53.946	0.693	0.307	0.000	0.132728	0.132728
10	45.000	54.299	0.668	0.332	0.000	0.129497	0.129497
37	45.000	55.094	0.668	0.332	0.000	0.131548	0.131548
26	45.000	55.946	0.694	0.306	-0.000	0.138517	0.138517
17	45.000	56.596	0.717	0.283	-0.000	0.144142	0.144142
11	45.000	57.197	0.654	0.346	0.000	0.1349	0.1349
66	45.000	57.368	0.666	0.334	-0.000	0.137442	0.137442
25	45.000	57.692	0.711	0.289	0.000	0.146112	0.146112
21	45.000	58.258	0.660	0.340	0.000	0.138865	0.138865
79	45.000	58.281	0.651	0.349	-0.000	0.137298	0.137298
73	45.000	58.641	0.766	0.234	0.000	0.158438	0.158438
88	45.000	58.740	0.757	0.243	0.000	0.157165	0.157165
28	45.000	59.037	0.760	0.240	-0.000	0.1586	0.1586
43	45.000	59.048	0.761	0.239	-0.000	0.158784	0.158784
24	45.000	59.326	0.710	0.290	-0.000	0.150505	0.150505
13	45.000	59.455	0.756	0.244	0.000	0.158967	0.158967
58	45.000	59.532	0.751	0.249	0.000	0.158327	0.158327
32	45.000	59.676	0.701	0.299	0.000	0.149911	0.149911
56	45.000	59.745	0.641	0.359	0.000	0.13935	0.13935
60	45.000	60.184	0.714	0.286	-0.000	0.153585	0.153585
15	45.000	60.360	0.716	0.284	0.000	0.154453	0.154453
30	45.000	60.456	0.716	0.284	-0.000	0.154788	0.154788
75	45.000	60.464	0.714	0.286	0.000	0.154457	0.154457
45	45.000	60.528	0.716	0.284	-0.000	0.154943	0.154943
0	45.000	60.576	0.716	0.284	0.000	0.15511	0.15511
84	45.000	61.394	0.706	0.294	0.000	0.155423	0.155423
54	45.000	64.226	0.702	0.298	-0.000	0.162508	0.162508
50	45.000	64.252	0.702	0.298	0.000	0.162575	0.162575
80	45.000	64.494	0.706	0.294	0.000	0.163965	0.163965
27	45.000	64.841	0.718	0.282	-0.000	0.167263	0.167263
19	45.000	65.018	0.698	0.302	0.000	0.163975	0.163975
9	45.000	65.090	0.702	0.298	-0.000	0.164955	0.164955
67	45.000	66.169	0.637	0.363	-0.000	0.155848	0.155848
39	45.000	66.432	0.705	0.295	0.000	0.169222	0.169222
72	45.000	66.481	0.631	0.369	0.000	0.155401	0.155401
5	45.000	66.794	0.698	0.302	0.000	0.168887	0.168887
12	45.000	66.973	0.726	0.274	0.000	0.174576	0.174576
47	45.000	67.628	0.688	0.312	0.000	0.169208	0.169208
74	45.000	67.881	0.732	0.268	0.000	0.178363	0.178363
89	45.000	67.980	0.732	0.268	0.000	0.17857	0.17857
29	45.000	68.178	0.733	0.267	0.000	0.179352	0.179352
44	45.000	68.244	0.733	0.267	0.000	0.179506	0.179506
65	45.000	68.270	0.698	0.302	0.000	0.172858	0.172858
14	45.000	68.497	0.731	0.269	0.000	0.179828	0.179828
81	45.000	68.502	0.703	0.297	0.000	0.174435	0.174435
59	45.000	68.541	0.731	0.269	0.000	0.179885	0.179885
8	45.000	69.044	0.704	0.296	0.000	0.176192	0.176192
83	45.000	69.536	0.700	0.300	0.000	0.176808	0.176808
61	45.000	70.043	0.724	0.276	0.000	0.182797	0.182797
23	45.000	70.248	0.699	0.301	0.000	0.178043	0.178043
6	45.000	70.408	0.701	0.299	-0.000	0.178561	0.178561
76	45.000	70.483	0.732	0.268	0.000	0.184585	0.184585
34	45.000	70.522	0.698	0.302	0.000	0.178275	0.178275
16	45.000	70.626	0.733	0.267	-0.000	0.184924	0.184924
7	45.000	70.840	0.698	0.302	-0.000	0.17854	0.17854
53	45.000	70.912	0.699	0.301	-0.000	0.178785	0.178785
31	45.000	71.152	0.731	0.269	0.000	0.185076	0.185076
20	45.000	71.262	0.694	0.306	-0.000	0.178135	0.178135
1	45.000	71.378	0.728	0.272	0.000	0.184756	0.184756
49	45.000	71.442	0.695	0.305	0.000	0.178588	0.178588
82	45.000	71.454	0.697	0.303	0.000	0.178951	0.178951
22	45.000	71.464	0.628	0.372	0.000	0.165638	0.165638
46	45.000	71.814	0.728	0.272	0.000	0.18528	0.18528
38	45.000	72.244	0.699	0.301	-0.000	0.180106	0.180106
35	45.000	72.356	0.699	0.301	-0.000	0.180204	0.180204
64	45.000	72.773	0.619	0.381	0.000	0.165287	0.165287
68	45.000	73.386	0.696	0.304	0.000	0.18066	0.18066
33	45.000	73.992	0.690	0.310	-0.000	0.180155	0.180155
57	45.000	74.361	0.703	0.297	0.000	0.183028	0.183028
42	45.000	74.425	0.709	0.291	-0.000	0.184246	0.184246
51	45.000	74.936	0.696	0.304	-0.000	0.182255	0.182255
69	45.000	75.746	0.692	0.308	0.000	0.182146	0.182146
87	45.000	76.236	0.693	0.307	0.000	0.182825	0.182825
18	45.000	78.490	0.690	0.310	-0.000	0.184621	0.184621
26	45.000	79.199	0.694	0.306	-0.000	0.186097	0.186097
17	45.000	79.276	0.717	0.283	-0.000	0.190391	0.190391
77	45.000	79.844	0.603	0.397	-0.000	0.169252	0.169252
36	45.000	80.538	0.692	0.308	-0.000	0.186962	0.186962
25	45.000	81.044	0.711	0.289	0.000	0.190976	0.190976
55	45.000	81.552	0.686	0.314	0.000	0.186849	0.186849
24	45.000	82.252	0.710	0.290	-0.000	0.192047	0.192047
48	45.000	82.748	0.682	0.318	0.000	0.187134	0.187134
60	45.000	82.753	0.714	0.286	-0.000	0.193302	0.193302
15	45.000	82.995	0.716	0.284	0.000	0.193936	0.193936
30	45.000	83.127	0.716	0.284	-0.000	0.19414	0.19414
75	45.000	83.138	0.714	0.286	0.000	0.193779	0.193779
45	45.000	83.226	0.716	0.284	-0.000	0.194192	0.194192
0	45.000	83.292	0.716	0.284	0.000	0.194294	0.194294
32	45.000	83.892	0.701	0.299	0.000	0.191996	0.191996
52	45.000	84.994	0.692	0.308	-0.000	0.191384	0.191384
84	45.000	85.382	0.706	0.294	0.000	0.194301	0.194301
40	45.000	86.480	0.693	0.307	0.000	0.193043	0.193043
4	45.000	88.052	0.684	0.316	0.000	0.192809	0.192809
50	45.000	88.876	0.702	0.298	0.000	0.19701	0.19701
80	45.000	89.301	0.706	0.294	0.000	0.198176	0.198176
54	45.000	89.561	0.702	0.298	-0.000	0.197697	0.197697
9	45.000	90.866	0.702	0.298	-0.000	0.199054	0.199054
19	45.000	91.118	0.698	0.302	0.000	0.198506	0.198506
5	45.000	92.690	0.698	0.302	0.000	0.200101	0.200101
39	45.000	92.910	0.705	0.295	0.000	0.201659	0.201659
37	45.000	93.806	0.668	0.332	0.000	0.19545	0.19545
41	45.000	93.912	0.675	0.325	-0.000	0.196919	0.196919
2	45.000	94.278	0.672	0.328	-0.000	0.196728	0.196728
81	45.000	94.602	0.703	0.297	0.000	0.202849	0.202849
85	45.000	94.902	0.591	0.409	-0.000	0.182045	0.182045
65	45.000	94.967	0.698	0.302	0.000	0.202272	0.202272
8	45.000	95.654	0.704	0.296	0.000	0.204153	0.204153
47	45.000	95.786	0.688	0.312	0.000	0.201199	0.201199
83	45.000	96.443	0.700	0.300	0.000	0.2042	0.2042
6	45.000	97.450	0.701	0.299	-0.000	0.205271	0.205271
23	45.000	97.485	0.699	0.301	0.000	0.204955	0.204955
10	45.000	97.544	0.668	0.332	0.000	0.199265	0.199265
7	45.000	98.071	0.698	0.302	-0.000	0.205447	0.205447
66	45.000	98.450	0.666	0.334	-0.000	0.19979	0.19979
53	45.000	98.452	0.699	0.301	-0.000	0.205994	0.205994
82	45.000	98.988	0.697	0.303	0.000	0.20616	0.20616
34	45.000	99.370	0.698	0.302	0.000	0.206779	0.206779
20	45.000	99.423	0.694	0.306	-0.000	0.205977	0.205977
21	45.000	100.210	0.660	0.340	0.000	0.20028	0.20028
38	45.000	100.477	0.699	0.301	-0.000	0.207538	0.207538
49	45.000	100.716	0.695	0.305	0.000	0.206829	0.206829
35	45.000	101.063	0.699	0.301	-0.000	0.20753	0.20753
68	45.000	102.240	0.696	0.304	0.000	0.206997	0.206997
79	45.000	103.800	0.651	0.349	-0.000	0.19862	0.19862
51	45.000	104.243	0.696	0.304	-0.000	0.207086	0.207086
11	45.000	104.876	0.654	0.346	0.000	0.199183	0.199183
33	45.000	105.333	0.690	0.310	-0.000	0.205961	0.205961
69	45.000	106.943	0.692	0.308	0.000	0.206239	0.206239
62	45.000	109.786	0.580	0.420	-0.000	0.18513	0.18513
56	45.000	109.968	0.641	0.359	0.000	0.19678	0.19678
18	45.000	112.084	0.690	0.310	-0.000	0.206082	0.206082
36	45.000	112.653	0.692	0.308	-0.000	0.206396	0.206396
67	45.000	115.948	0.637	0.363	-0.000	0.196288	0.196288
55	45.000	116.799	0.686	0.314	0.000	0.205374	0.205374
3	45.000	117.824	0.579	0.421	0.000	0.185025	0.185025
48	45.000	118.427	0.682	0.318	0.000	0.204522	0.204522
52	45.000	119.302	0.692	0.308	-0.000	0.20651	0.20651
72	45.000	123.610	0.631	0.369	0.000	0.195191	0.195191
40	45.000	124.226	0.693	0.307	0.000	0.206767	0.206767
4	45.000	125.633	0.684	0.316	0.000	0.205046	0.205046
22	45.000	126.544	0.628	0.372	0.000	0.194726	0.194726
37	45.000	132.518	0.668	0.332	0.000	0.202184	0.202184
64	45.000	132.794	0.619	0.381	0.000	0.19328	0.19328
2	45.000	135.762	0.672	0.328	-0.000	0.20303	0.20303
41	45.000	136.143	0.675	0.325	-0.000	0.203574	0.203574
66	45.000	139.532	0.666	0.334	-0.000	0.202049	0.202049
10	45.000	140.789	0.668	0.332	0.000	0.202433	0.202433
21	45.000	142.162	0.660	0.340	0.000	0.201074	0.201074
86	45.000	144.956	0.562	0.438	0.000	0.182282	0.182282
77	45.000	148.484	0.603	0.397	-0.000	0.190705	0.190705
79	45.000	149.319	0.651	0.349	-0.000	0.199534	0.199534
11	45.000	152.555	0.654	0.346	0.000	0.199311	0.199311
56	45.000	160.191	0.641	0.359	0.000	0.194633	0.194633
67	45.000	165.727	0.637	0.363	-0.000	0.192406	0.192406
85	45.000	178.860	0.591	0.409	-0.000	0.180354	0.180354
72	45.000	180.739	0.631	0.369	0.000	0.186797	0.186797
22	45.000	181.624	0.628	0.372	0.000	0.186038	0.186038
78	45.000	190.282	0.550	0.450	-0.000	0.169569	0.169569
64	45.000	192.815	0.619	0.381	0.000	0.181282	0.181282
70	45.000	205.419	0.552	0.448	0.000	0.165877	0.165877
62	45.000	208.420	0.580	0.420	-0.000	0.170063	0.170063
77	45.000	217.124	0.603	0.397	-0.000	0.171501	0.171501
3	45.000	224.264	0.579	0.421	0.000	0.165385	0.165385
63	45.000	240.309	0.553	0.447	0.000	0.156712	0.156712
85	45.000	262.818	0.591	0.409	-0.000	0.158014	0.158014
86	45.000	280.520	0.562	0.438	0.000	0.150408	0.150408
62	45.000	307.054	0.580	0.420	-0.000	0.148737	0.148737
3	45.000	330.704	0.579	0.421	0.000	0.14446	0.14446
71	45.000	334.799	0.541	0.459	-0.000	0.138209	0.138209
78	45.000	369.316	0.550	0.450	-0.000	0.133893	0.133893
70	45.000	399.930	0.552	0.448	0.000	0.12901	0.12901
86	45.000	416.084	0.562	0.438	0.000	0.127575	0.127575
63	45.000	469.404	0.553	0.447	0.000	0.117458	0.117458
78	45.000	548.350	0.550	0.450	-0.000	0.10896	0.10896
70	45.000	594.441	0.552	0.448	0.000	0.106183	0.106183
71	45.000	660.218	0.541	0.459	-0.000	0.100595	0.100595
63	45.000	698.499	0.553	0.447	0.000	0.0995146	0.0995146
71	45.000	985.637	0.541	0.459	-0.000	0.0797453	0.0797453
